rolling_avg_receptions,rolling_avg_targets,rolling_avg_actual_fantasy_points,avg_points_allowed_to_pos,actual_fantasy_points
0.0,0.0,5.879999995231628,16.279671974846575,19.939999401569366
0.0,0.0,20.9799997061491,8.174134687556384,4.1000001430511475
2.0,2.0,4.1000001430511475,8.907142923679203,21.0
2.5,3.5,12.550000071525574,9.002244972224746,1.600000023841858
2.0,3.3333333333333335,8.900000055631002,7.950000060491619,7.800000190734863
1.75,3.25,8.625000089406967,8.646976812114548,1.600000023841858
1.5,3.0,8.000000059604645,9.24375009776226,0.0
0.75,2.0,2.7500000596046448,8.385943832077894,4.799999952316284
0.75,1.5,3.5500000417232513,8.382347904534443,0.4000000059604645
0.5,0.75,1.6999999955296516,8.099739198678213,19.199999809265137
1.0,1.5,6.099999941885471,9.654271411049606,2.399999976158142
1.25,1.5,6.699999935925007,8.385943832077894,2.899999976158142
1.25,1.75,6.224999941885471,7.710396104077302,2.100000023841858
1.5,2.5,6.64999994635582,7.495000052731484,8.400000095367432
1.75,2.75,3.9500000178813934,8.592307772888587,1.5
1.75,3.25,3.725000023841858,8.382347904534443,3.6000001430511475
1.0,2.25,2.3250000327825546,15.212903048362463,3.679999977350235
0.0,0.0,3.679999977350235,14.992786789160283,-0.20000000298023224
0.0,0.0,1.7399999871850014,14.992786789160283,-0.20000000298023224
0.0,0.0,1.09333332379659,15.473999810094634,0.0
0.0,0.0,1.0799999851733446,15.096666472314885,0.6800000071525574
0.0,0.0,0.6800000071525574,14.318437376641668,25.47999942302704
0.0,0.0,13.079999715089798,13.860922910043826,0.0
0.0,0.0,8.719999810059866,15.096666472314885,20.15999984741211
0.0,0.0,6.004999969154596,14.419999875477515,24.34000015258789
0.0,0.0,24.34000015258789,14.318437376641668,18.219999887049198
0.0,0.0,21.280000019818544,16.01212103484255,29.51999931037426
0.0,0.0,24.026666450003784,15.962580503355111,20.299999952316284
0.0,0.0,23.09499982558191,15.773333156729738,17.499999426305294
0.0,0.0,21.38499964401126,13.543283457631496,26.240000009536743
0.0,0.0,23.389999674633145,17.204374801018275,25.159999653697014
0.0,0.0,22.299999760463834,13.860922910043826,24.199999809265137
0.0,0.0,23.274999724701047,15.212903048362463,15.059999346733093
0.0,0.0,22.664999704807997,13.088533184727034,11.819999314844608
0.0,0.0,19.059999531134963,14.424761752524073,22.97999992221594
0.0,0.0,18.514999598264694,15.19046139980738,24.000000193715096
0.0,0.0,18.464999694377184,15.962580503355111,23.479999542236328
0.0,0.0,20.569999743252993,15.773333156729738,16.460000216960907
0.0,0.0,21.729999968782067,15.610476027523715,9.679999649524689
0.0,0.0,18.404999900609255,13.5969695198265,18.25999965518713
0.0,0.0,16.969999765977263,13.088533184727034,19.519999504089355
0.0,0.0,15.97999975644052,15.962580503355111,24.27999997138977
0.0,0.0,17.934999695047736,16.01212103484255,29.239999413490295
0.0,0.0,22.824999636039138,13.088533184727034,21.279999554157257
0.0,0.0,23.57999961078167,15.096666472314885,21.919999718666077
0.0,0.0,19.12499956972897,13.543283457631496,-0.20000000298023224
0.0,0.0,1.5699999816715717,12.428181702327548,2.8599998354911804
0.0,0.0,2.8599998354911804,12.662187374895439,-0.30000001192092896
0.0,0.0,1.2799999117851257,12.642153730071508,7.19999985396862
0.0,0.0,3.2533332258462906,15.212903048362463,-0.10000000149011612
0.0,0.0,2.414999919012189,15.19046139980738,2.61999998241663
0.0,0.0,2.759999940171838,5.890425571735869,10.599999904632568
5.0,8.0,10.599999904632568,5.805882392414644,5.799999952316284
4.0,6.5,8.199999928474426,5.624369783686991,4.700000047683716
3.3333333333333335,5.333333333333333,7.0333333015441895,6.292592631859912,19.0
4.0,5.75,10.024999976158142,5.918478278443217,3.9000000953674316
3.0,4.5,8.350000023841858,6.420192348914077,12.5
3.25,5.0,10.025000035762787,4.883495181292584,4.5
3.25,5.5,9.975000023841858,6.955045939175361,8.800000190734863
2.75,4.75,7.425000071525574,6.030208383609231,2.0
2.75,4.75,6.950000047683716,6.29980772962937,5.799999952316284
2.5,4.25,5.275000035762787,6.179439307930314,10.5
2.5,4.25,6.775000035762787,7.246846901202524,5.900000095367432
2.25,4.25,6.050000011920929,5.962727320261977,8.800000011920929
2.5,4.75,7.750000014901161,5.624369783686991,6.200000047683716
2.5,5.25,7.850000038743019,6.159652205977751,7.400000095367432
2.75,5.25,7.075000062584877,6.292592631859912,12.0
3.0,6.0,8.600000038743019,5.805882392414644,29.0
8.0,8.0,29.0,6.5603960956824885,19.90000009536743
6.0,6.5,24.450000047683716,6.279047673869701,9.5
5.333333333333333,7.0,19.46666669845581,5.358064555993644,0.0
4.0,5.5,14.600000023841858,5.962727320261977,13.099999904632568
3.5,5.5,10.625,6.529708776080493,19.300000190734863
4.25,6.5,10.475000023841858,6.5603960956824885,21.800000190734863
4.25,6.5,13.550000071525574,5.245794430166204,11.200000286102295
5.5,8.5,16.350000143051147,5.358064555993644,4.900000095367432
4.5,9.25,14.300000190734863,5.73425534510232,3.299999952316284
3.0,7.5,10.300000131130219,6.516981165715546,18.5
3.75,8.0,9.475000083446503,5.73425534510232,20.699999809265137
4.25,8.25,11.849999964237213,6.955045939175361,14.100000143051147
5.0,7.0,14.149999976158142,6.279047673869701,12.5
5.75,9.25,16.44999998807907,8.315071166832865,9.200000286102295
4.0,8.0,9.200000286102295,8.186250063324612,6.800000190734863
3.0,7.0,8.000000238418579,9.654271411049606,26.40000057220459
3.6666666666666665,6.666666666666667,14.133333683013916,7.956571493865479,13.100000083446503
4.0,6.5,13.875000283122063,8.385943832077894,20.40000009536743
3.75,5.75,16.675000235438347,9.551889487743926,14.100000381469727
4.5,6.25,18.500000283122063,8.186250063324612,0.0
3.25,5.75,11.900000140070915,8.583584976013539,10.5
3.0,6.25,11.25000011920929,6.741782227475749,7.1000001430511475
2.75,5.5,7.9250001311302185,8.592307772888587,5.6000001430511475
2.25,4.75,5.800000071525574,7.836363696203563,5.799999952316284
3.0,4.5,7.250000059604645,7.896432001196163,5.200000047683716
2.75,4.0,5.925000071525574,8.907142923679203,3.5
2.5,3.75,5.025000035762787,7.896432001196163,4.0
2.25,3.5,4.625,7.896432001196163,11.600000143051147
2.0,3.5,6.075000047683716,8.385943832077894,2.600000023841858
1.5,2.25,5.425000041723251,13.379142606471266,-0.20000000298023224
0.0,0.0,-0.20000000298023224,12.642153730071508,-0.30000001192092896
0.0,0.0,-0.2500000074505806,13.860922910043826,-0.10000000149011612
0.0,0.0,-0.2000000054637591,13.088533184727034,16.259999990463257
0.0,0.0,3.914999993517995,12.662187374895439,3.1799997314810753
0.0,0.0,4.759999927133322,15.773333156729738,22.919999957084656
0.0,0.0,10.564999919384718,17.204374801018275,2.540000021457672
0.0,0.0,8.94999998435378,7.710396104077302,4.5
1.0,2.0,4.5,8.495695131141776,0.9000000357627869
0.5,1.0,2.7000000178813934,8.315071166832865,0.4000000059604645
0.3333333333333333,0.6666666666666666,1.9333333472410839,8.385943832077894,0.6000000238418579
0.25,0.5,1.6000000163912773,7.495000052731484,0.0
0.0,0.0,0.4750000163912773,6.279047673869701,2.100000023841858
1.0,2.0,2.100000023841858,5.918478278443217,0.0
0.5,1.5,1.050000011920929,6.29980772962937,3.799999952316284
0.6666666666666666,2.0,1.9666666587193806,6.420192348914077,4.5
1.0,2.25,2.5999999940395355,6.482142890337855,11.400000095367432
1.25,2.5,4.925000011920929,6.6417582889834605,7.100000001490116
1.5,2.5,6.700000012293458,6.912631642034179,2.900000035762787
1.75,2.5,6.475000033155084,6.030208383609231,2.3000000715255737
1.5,2.25,5.925000051036477,7.41473689596904,11.0
1.5,2.0,5.825000027194619,5.962727320261977,0.0
1.25,2.0,4.05000002682209,6.030208383609231,3.600000023841858
1.25,1.5,6.525000020861626,8.099739198678213,23.700000405311584
5.0,7.0,23.700000405311584,8.336585438324184,2.700000047683716
3.0,5.0,13.20000022649765,7.896432001196163,13.300000190734863
4.333333333333333,7.0,13.233333547910055,8.186250063324612,31.40000057220459
5.0,7.25,17.77500030398369,8.495695131141776,24.300000190734863
6.0,8.75,17.925000250339508,8.35246237195167,20.100000381469727
8.25,11.75,22.27500033378601,6.741782227475749,5.6000001430511475
7.25,10.25,20.350000321865082,15.962580503355111,11.719999969005585
0.0,0.0,11.719999969005585,17.046229366762716,26.15999984741211
0.0,0.0,18.939999908208847,16.279671974846575,8.179999828338623
0.0,0.0,15.353333214918772,14.866769105654496,16.820000171661377
0.0,0.0,15.719999954104424,12.61939376694235,22.339999675750732
0.0,0.0,18.37499988079071,16.01212103484255,5.640000343322754
0.0,0.0,13.245000004768372,13.880338815056671,0.5
0.0,0.0,11.325000047683716,9.551889487743926,4.5
2.0,6.0,4.5,9.517013664125587,13.400000095367432
2.5,6.0,8.950000047683716,8.583584976013539,16.199999809265137
3.3333333333333335,6.0,11.366666634877523,8.911377847658263,17.700000286102295
3.75,6.0,12.950000047683716,9.007479057467284,2.3000000715255737
3.5,5.0,12.40000006556511,7.710396104077302,18.90000009536743
4.0,5.0,13.77500006556511,7.956571493865479,9.599999904632568
3.5,4.25,12.125000089406967,8.312857199815058,10.0
3.5,4.75,10.200000017881393,8.35246237195167,1.4000000059604645
3.5,5.5,9.975000001490116,7.950000060491619,11.800000190734863
3.25,5.75,8.200000025331974,8.174134687556384,2.399999976158142
2.75,5.25,6.4000000432133675,8.911377847658263,17.199999809265137
3.25,5.75,8.199999995529652,9.24375009776226,10.400000095367432
4.0,6.5,10.450000017881393,8.592307772888587,4.299999952316284
3.25,5.5,8.574999958276749,8.099739198678213,10.400000095367432
3.75,6.75,10.574999988079071,7.950000060491619,6.299999952316284
3.0,6.5,7.850000023841858,8.911377847658263,0.0
1.5,2.75,5.875000104308128,9.002244972224746,5.900000095367432
3.0,6.0,5.900000095367432,7.950000060491619,18.800000190734863
4.5,7.0,12.350000143051147,8.592307772888587,7.700000286102295
4.0,6.0,10.800000190734863,7.399137997710756,8.900000095367432
3.75,5.75,10.325000166893005,8.385943832077894,5.799999952316284
3.5,5.25,10.300000131130219,8.911377847658263,7.5
3.0,4.25,7.475000083446503,8.583584976013539,7.299999952316284
3.25,4.75,7.375,8.315071166832865,0.0
2.5,3.75,5.149999976158142,9.007479057467284,1.699999988079071
2.25,3.0,4.124999985098839,7.956571493865479,16.800000190734863
2.5,4.25,6.450000032782555,8.382347904534443,12.200000286102295
2.0,3.25,6.85000005364418,14.866769105654496,-0.30000001192092896
0.0,0.0,-0.30000001192092896,16.279671974846575,1.5399999842047691
0.0,0.0,0.6199999861419201,14.419999875477515,0.5999999642372131
0.0,0.0,0.6133333121736845,13.543283457631496,0.23999999463558197
0.0,0.0,0.5199999827891588,12.662187374895439,0.0
0.0,0.0,0.5949999857693911,12.662187374895439,-0.10000000149011612
0.0,0.0,3.489999931305647,8.93458655487774,14.5
0.0,1.0,14.5,8.57985083920075,4.999999903142452
0.5,1.5,9.749999951571226,8.753846210871751,3.0000001415610313
0.6666666666666666,1.3333333333333333,7.500000014901161,8.842748177301793,2.4000000953674316
0.5,1.0,6.225000035017729,8.141363729581688,4.099999904632568
0.5,0.75,3.625000011175871,9.121212199951211,10.100000202655792
0.75,0.75,4.900000086054206,9.86727280581765,5.700000107288361
1.25,1.25,5.575000077486038,8.124264786841676,7.200000047683716
1.75,1.75,6.775000065565109,8.365606151295431,11.40000033378601
3.0,3.0,8.60000017285347,7.2138462238586865,20.800000190734863
3.5,4.25,11.275000169873238,8.880428655658449,17.300000190734863
4.25,5.5,14.175000190734863,7.305555630216582,3.599999949336052
4.0,5.5,13.275000166147947,8.124264786841676,3.800000011920929
3.25,4.75,11.375000085681677,8.078518601589733,1.7000000476837158
2.25,2.5,4.325000036507845,13.379142606471266,8.539999842643738
0.0,0.0,8.539999842643738,15.096666472314885,8.740000009536743
0.0,0.0,8.63999992609024,14.992786789160283,0.3199999928474426
0.0,0.0,5.866666615009308,13.5969695198265,16.039999961853027
0.0,0.0,8.409999951720238,17.204374801018275,16.779999375343323
0.0,0.0,10.469999834895134,15.962580503355111,13.759999871253967
0.0,0.0,11.72499980032444,13.543283457631496,11.320000052452087
0.0,0.0,14.474999815225601,15.610476027523715,15.699999988079071
0.0,0.0,10.419999772682786,6.179439307930314,2.800000011920929
2.0,5.0,2.800000011920929,5.890425571735869,4.5
2.0,3.5,3.6500000059604645,5.358064555993644,4.400000095367432
2.0,3.3333333333333335,3.900000035762787,5.805882392414644,2.399999976158142
1.75,2.75,3.5250000208616257,6.279047673869701,1.800000011920929
1.5,2.0,3.2750000208616257,5.73425534510232,2.800000011920929
1.5,2.0,2.850000023841858,5.624369783686991,9.200000047683716
1.5,2.0,4.050000011920929,6.292592631859912,6.0
2.25,3.0,4.950000017881393,6.836173954865207,3.799999952316284
2.25,2.75,5.450000002980232,6.2637931615242675,3.8000000715255737
2.25,3.25,5.700000017881393,6.869306962826465,8.599999904632568
2.25,3.0,5.549999982118607,5.805882392414644,1.9000000357627869
1.5,2.0,4.524999991059303,6.955045939175361,0.0
1.25,2.0,3.5750000029802322,5.358200043663382,0.0
0.75,1.25,2.624999985098839,5.890425571735869,5.700000047683716
0.5,1.0,2.4000000059604645,7.836363696203563,4.300000049173832
1.0,1.0,4.300000049173832,9.24375009776226,5.6000001430511475
2.0,2.0,4.95000009611249,9.007479057467284,0.0
1.3333333333333333,1.6666666666666667,3.300000064074993,8.315071166832865,23.90000009536743
2.25,2.75,8.450000071898103,8.382347904534443,5.0
2.5,3.25,8.625000059604645,9.654271411049606,5.200000047683716
2.5,3.5,8.525000035762787,9.002244972224746,16.5
3.25,4.5,12.650000035762787,8.385943832077894,8.0
2.75,4.25,8.675000011920929,7.950000060491619,5.1000001430511475
3.0,4.5,8.700000047683716,9.517013664125587,2.5
2.5,4.0,8.025000035762787,8.911377847658263,19.5
2.75,4.0,8.775000035762787,9.007479057467284,0.0
0.5,2.0,2.475000001490116,5.805882392414644,1.699999988079071
1.0,1.0,1.699999988079071,6.420192348914077,1.5
1.0,1.0,1.5999999940395355,6.836173954865207,1.9000000357627869
1.0,1.0,1.9000000357627869,5.962727320261977,9.699999988079071
2.0,2.0,5.800000011920929,6.516981165715546,6.0
2.3333333333333335,2.3333333333333335,5.866666674613953,6.2637931615242675,1.699999988079071
2.0,2.25,4.825000002980232,5.73425534510232,2.200000047683716
2.0,2.25,4.9000000059604645,5.183739868242566,0.0
1.25,1.75,2.4750000089406967,15.19046139980738,23.639999389648438
0.0,0.0,23.639999389648438,12.642153730071508,16.5
0.0,0.0,20.06999969482422,16.279671974846575,8.899999380111694
0.0,0.0,16.346666256586712,15.212903048362463,19.079999685287476
0.0,0.0,17.029999613761902,12.428181702327548,16.31999969482422
0.0,0.0,15.199999690055847,14.318437376641668,2.299999952316284
0.0,0.0,12.34499979019165,8.312857199815058,8.0
1.0,1.0,8.0,8.35246237195167,2.600000023841858
1.0,2.0,5.300000011920929,7.896432001196163,0.0
0.6666666666666666,1.6666666666666667,3.533333341280619,8.646976812114548,3.5
1.0,1.75,3.5250000059604645,9.654271411049606,0.0
0.75,1.75,1.5250000059604645,14.419999875477515,0.0
0.0,0.0,0.0,15.962580503355111,0.23999999463558197
0.0,0.0,0.11999999731779099,13.524516002545434,12.660000026226044
0.0,0.0,4.3000000069538755,13.049999875831418,3.240000009536743
0.0,0.0,4.035000007599592,15.096666472314885,15.539999961853027
0.0,0.0,3.2649999652057886,8.315071166832865,14.0
8.0,13.0,14.0,8.186250063324612,7.6000001430511475
6.0,8.5,10.800000071525574,9.654271411049606,20.800000190734863
7.666666666666667,10.0,14.133333444595337,7.956571493865479,3.600000023841858
6.25,8.0,11.500000089406967,8.385943832077894,1.5
4.5,5.25,8.375000089406967,9.551889487743926,21.800000190734863
5.25,6.5,11.925000101327896,8.186250063324612,21.0
5.0,6.5,11.97500005364418,8.583584976013539,11.299999952316284
6.5,8.75,13.900000035762787,6.741782227475749,3.5
6.75,8.75,14.400000035762787,8.592307772888587,6.299999952316284
6.0,7.75,10.524999976158142,7.836363696203563,9.599999904632568
4.75,5.75,7.674999952316284,7.896432001196163,2.100000023841858
3.0,3.75,5.374999970197678,8.907142923679203,15.400000095367432
4.75,6.0,8.349999994039536,8.35246237195167,7.5
4.75,6.75,8.650000005960464,8.336585438324184,4.200000047683716
4.0,7.0,7.300000041723251,6.741782227475749,7.1000001430511475
4.75,7.5,8.550000071525574,7.896432001196163,2.899999976158142
2.75,5.0,5.425000041723251,8.385943832077894,12.0
1.75,2.75,5.4000000059604645,6.29980772962937,3.3000000715255737
2.0,2.0,3.3000000715255737,8.078518601589733,0.5
0.0,0.0,0.5,7.5801527451809125,5.199999950826168
1.5,2.0,2.849999975413084,8.124264786841676,11.099999904632568
3.0,3.3333333333333335,5.599999951819579,9.930434874272432,7.100000023841858
3.25,3.5,5.974999969825149,7.305555630216582,1.2000000104308128
3.5,3.75,6.149999972432852,10.074242532704815,19.90000009536743
4.25,4.5,9.825000008568168,9.524060265182104,2.6000001430511475
2.75,3.0,7.7000000681728125,8.753846210871751,10.100000143051147
2.25,2.5,8.450000097975135,8.57985083920075,10.0
2.75,3.0,10.650000095367432,8.365606151295431,3.600000001490116
1.75,1.75,6.575000071898103,7.2138462238586865,9.400000095367432
2.75,2.75,8.275000059977174,8.842748177301793,4.499999940395355
2.5,2.5,6.875000009313226,9.121212199951211,7.399999916553497
2.5,3.0,6.2249999884516,8.842748177301793,4.4000000059604645
2.5,3.75,6.424999989569187,8.93458655487774,4.500000149011612
2.0,3.5,5.200000002980232,8.078518601589733,20.59999990463257
2.25,3.75,9.224999994039536,8.842748177301793,6.700000047683716
0.0,0.0,3.0750000178813934,14.318437376641668,27.059999883174896
0.0,0.0,27.059999883174896,15.212903048362463,23.31999933719635
0.0,0.0,25.189999610185623,15.610476027523715,16.620000064373016
0.0,0.0,22.333333094914753,13.088533184727034,22.56000018119812
0.0,0.0,22.389999866485596,13.379142606471266,10.079999923706055
0.0,0.0,18.144999876618385,14.424761752524073,7.640000104904175
0.0,0.0,14.225000068545341,15.962580503355111,8.479999735951424
0.0,0.0,12.189999986439943,17.046229366762716,19.480000138282776
0.0,0.0,11.419999975711107,13.088533184727034,17.739999771118164
0.0,0.0,13.334999937564135,13.860922910043826,19.199999630451202
0.0,0.0,16.22499981895089,13.379142606471266,5.239999771118164
0.0,0.0,15.414999827742577,14.419999875477515,16.539999842643738
0.0,0.0,14.679999753832817,17.204374801018275,27.839999675750732
0.0,0.0,17.20499972999096,15.962580503355111,27.019999504089355
0.0,0.0,18.584999948740005,9.002244972224746,0.0
0.0,3.0,0.0,8.382347904534443,0.0
0.0,2.0,0.0,8.911377847658263,0.0
0.0,1.6666666666666667,0.0,8.099739198678213,2.700000047683716
0.25,1.5,0.675000011920929,8.911377847658263,0.0
0.25,1.0,0.675000011920929,7.956571493865479,18.700000286102295
5.0,9.0,18.700000286102295,7.495000052731484,17.5
5.5,10.0,18.100000143051147,9.002244972224746,12.200000286102295
5.666666666666667,9.333333333333334,16.133333524068195,8.382347904534443,5.400000095367432
5.0,7.75,13.450000166893005,9.551889487743926,3.5
4.0,7.0,9.650000095367432,8.186250063324612,23.0
4.25,6.75,11.025000095367432,7.950000060491619,8.5
4.0,6.75,10.100000023841858,7.399137997710756,5.1000001430511475
4.0,7.25,10.025000035762787,8.592307772888587,5.5
4.25,7.25,10.525000035762787,9.007479057467284,9.200000286102295
3.5,6.25,7.075000107288361,8.336585438324184,8.300000190734863
3.25,6.0,7.025000154972076,8.911377847658263,3.100000023841858
3.0,5.5,6.525000125169754,9.551889487743926,13.0
4.0,5.75,8.400000125169754,7.956571493865479,3.399999976158142
3.5,5.25,6.950000047683716,6.741782227475749,15.400000095367432
4.5,6.75,8.725000023841858,7.896432001196163,6.599999904632568
4.5,7.5,9.599999994039536,8.592307772888587,21.800000190734863
1.25,2.5,2.125000014901161,15.773333156729738,14.800000011920929
0.0,0.0,6.866666595141093,15.096666472314885,22.039999961853027
0.0,0.0,22.039999961853027,15.962580503355111,25.260000228881836
0.0,0.0,23.65000009536743,15.773333156729738,25.120000079274178
0.0,0.0,24.140000090003014,12.642153730071508,11.119999885559082
0.0,0.0,20.88500003889203,17.204374801018275,14.400000005960464
0.0,0.0,18.97500004991889,12.662187374895439,28.520000100135803
0.0,0.0,19.790000017732382,13.003188277068345,13.15999972820282
0.0,0.0,16.799999929964542,13.5969695198265,21.580000020563602
0.0,0.0,19.414999963715672,15.822711682546947,19.45999926328659
0.0,0.0,20.679999778047204,14.424761752524073,25.239999383687973
0.0,0.0,19.859999598935246,13.088533184727034,16.519999504089355
0.0,0.0,20.69999954290688,17.204374801018275,22.199999451637268
0.0,0.0,20.854999400675297,15.473999810094634,16.03999936580658
0.0,0.0,19.999999426305294,14.419999875477515,11.480000019073486
0.0,0.0,16.559999585151672,13.379142606471266,17.299999475479126
0.0,0.0,16.754999577999115,14.419999875477515,21.899999998509884
0.0,0.0,18.119999846443534,7.956571493865479,12.0
4.0,4.0,12.0,9.551889487743926,3.600000023841858
3.0,4.5,7.800000011920929,8.583584976013539,1.5
2.3333333333333335,4.666666666666667,5.700000007947286,7.399137997710756,4.6000001430511475
2.25,4.0,5.425000041723251,8.907142923679203,12.799999952316284
2.25,4.25,5.625000029802322,7.956571493865479,4.200000047683716
2.25,3.5,5.775000035762787,7.896432001196163,2.899999976158142
